2024110617251.txt,"appreciation,unprecedented,powerful,greatest,overcame,","furious,obstacles,concession,concede,",-0.2
2024110617463.txt,"powerful,better,leader,aspirational,ascendancy,worth,hope,delighted,trust,legacy,common-sense,acceptance","irresponsible,condemns,bad,poor,inequality,sin,animates,inequality,racism,cliche,conventions,subverted,conservative,compensating,conventional,gun-toting,crime,devil,misunderstand,oppression,minorities,bleat,infamously",-0.2
20241107045711.txt,"informed, security, prevention, enable, capabilities, properly","block, function",0.0
2024110623511.txt,"acclaimed,achievement,admirable,advocating,award,awards,comprehensive,covered,excellence,expertise,freedom,goals,graduate,insights,leader,leading,manage,media,news,political,positive,professionals,recognized,scholar,solution,strongest,teaches,unmatched,unrivalled,worldwide","limits,pressure,risks",+0.3
2024110617461.txt,"audacious,aspirations,indulgently,defiantly,realization,dreams,vanquish,hoped,identity,politics,audacious,dreams,alma mater,connection,continuation,survival,resilience,organized,resilience,ambitious,audacious,excited,possibility,embodies,audacity,unquestionably,product,graduate,pedigree,silk,represents,audacious,enthusiasm,thrive","isolated,ennui,anxiety,headache,suppression,ghost,excited,impulses,diagnoses,vacuum,opportunists",-0.1
2024110613175.txt,"positive,properly,information,preferences,legal,requirements,regularly,stay,informed,security,prevention,enable,capabilities","disable,disable,consequences,remove,properly,block,properly",-0.2
2024110620583.txt,"bless, good, power, improve, performance, popular, relevant, enhanced, functionality, personalisation, necessary, preferences, identifiable",none,+0.2
2024110622394.txt,"positivity, inclusivity, celebration, dancing, victory, heart, anticipation, cheers, protect, access, good,","nothing, write, blushed, stringent, vindictive, stringent, vindictive, streaming,",0.1
2024110620232.txt,"decisive, victory, hero's, welcome, jubilant, victory, democracy, decisive, victory, opportunity, respite, security, power","battles, wrested, stiff, defeat, insult, subdued, fear",-0.1
2024110622431.txt,"jubilant,freedom,opportunity,fairness,dignity,ideals,best,hope,freedom,good,joyful,worth,consensus,history-making,energizing,excitement,benefited,","rebuke,forlorn,crying,loss,despair,racism,sexism,disastrous,pressure,apathetic,bloated,",0.1
2024110621501.txt,"gratitude, love, promise, bright, proud, peaceful, loyalty, allegiance, conscience, God, justice, worth, OK, encouraged, congratulated, first-rate, historic, victory, accomplishment, spectacular, mandate, agenda, accomplishment, road ahead","conceded, tearful, not, not, not, fight, abortion, fight, disastrous, unprecedented, obstacles, error, battleground, challenge, couldn't, surmount, divisions",-0.1
2024110710051.txt,"great, unapologetically, embrace, freedom, reasonable, success, decisive, champion, defender","unpopular, sour, inflation-inflected, struggles, defeat, bad, unhappy, wrong, discontent, bleaker, debacle, crisis, draconian, suffering, damage, humiliating, demoralizing, poorer, skyrocketing, homelessness, frustrating, endless, stalemate, flood, unabated, galling, fault",-0.6
2024110612493.txt,"hope, endless, energy, special, revolution, celebrate, hopefully, realistic, freedom, good, rally, champion, special, inspire, award-winning, best-selling, hope, progress, smile, complete, history","naive, oppression, naive, collapse, mismanagement, hateful, divisive, scarred, chaotic, racism, bad, lost, setback, fighting, dying",-0.1
2024110614141.txt,"strong, growth, major, strong, largest, comprehensive, strongest, authoritative, expertise, leader, unmatched, unrivalled, insights, complete","loss, struggled, concerns, weren't, risks",+0.2
2024110710441.txt,"successful, victory, pivotal, instrumental, high, effectively, increased, expanded, appeal, broader, resilience, strong, connection, historic, effectively, factual, fair","denying, blame, lost, loss, struggled, lower, challenges, struggle, controversies, difficulties, struggled, counter, undermined",-0.2
2024110618551.txt,"largest, authoritative, expertise, comprehensive, strongest, unmatched, unrivalled, insights, leader, professionals, highly-customised, complete, solution, manage, help, hidden, worldwide, professionals, experience, access, build, reaching, every, day, directly, consumers, industry, defining, technology, content, news, media, provider, financial, national, international, business, multimedia, portfolio, historical, market, data, sources, experts, screen, heightened, risk, individual, entities, globally, uncover, relationships, networks, quotes, delayed, minimum, minutes, exchanges, delays, reserved","weaken, beleaguered",+0.3
2024110622391.txt,"excitement, welcome, committed, hoped, biggest, biggest, exuberance, confidence, change, change, biggest, fastest, approval, approval, consolidation, new, modern, presidential, politics, clearer, sharper, contrast, answer,","insurmountable, problem, struggling, listless, hesitant, losing, struggled, problem, wrong, problem, fumed, debate,",-0.3
2024110623071.txt,"promised, believed, ready, consoled, loved, independent, power, power, better, power, power, desire, serve, freed, united, appealing, proud, right","arduous, hardest, wrong, fail, barrier, defeated, sting, loss, defeated, bragged, stripping, abuse, terrified, terrified, bigoted, misogynistic, terrified, sadness, pain, anger, shock, grim, resignation, difficult, hard, loss, nothingness, difficult, hard, loss, attacked, overturn",-0.5
2024110613171.txt,"dreams,ambitions,aspirations,congratulate,importance,peaceful,congratulate,victory,cheers,excited,energy,excitement,rights,won,grand,great","concede,concede,failed,disastrous,disillusioned,unpopular,restrictions,trounced,inflation",-0.1
2024110617465.txt,"accomplishment,competitive,deserve,hope,importance,imagination,institutional,viable,wealthy","aberration,abuse,anonymity,ashamed,ashes,attack,battle,cosmetic,dispossession,indictment,loss,negative,politics,sacrificing,sinking,violence,white",-0.3
2024110622192.txt,"peaceful,congratulations,freedom","crying,loss,conceded,irony",-0.2
2024110622392.txt,"joy,smile,hope,celebrities,glory,gladly,strength,resiliency,toughness,best,","kinks,complaining,dominating,weight,scowl,evaporated,anxious,dark,sinister,bad,bad,crucial,nervous,struggled,",-0.2
2024110701211.txt,"pioneer, role model, bright, tradition, promise, victory, popular, useful, intent, indubitably, heightened, redolent, legacy, understood, deliberately, suggested, imagination, signature, connecting, acknowledge, history, promise, victory, useful, tool, crafting, legacy, understood, wielded, intent, heightened, structured, frothy, redolent, stretching, useful, metaphors, audience,","defeat, lament, tears,",+0.2
2024110623073.txt,"shatter, focused, features, life, covering, range, issues, author, book, first, ladies, more, about, advertisement","lags, behind, despite, alone, run, lost, uncertain",-0.2
2024110622201.txt,"gratitude,trust,love,resolve,proud,enthusiasm,joy,knowledge,common,peaceful,trust,democracy,justice,freedom,justice,engaged,congratulate,importance,peaceful,secure","defeated,despair,lose,defeated,despair",+0.3
2024110619042.txt,"fresh, purpose, advocate, concerted, effort, leaders, connections, serve, anticipated, catapulted, energized, eager, change, forward, protecting, mission, leaders, support, support, thank, thank","languished, writing, overturned, odds, restless, unpopular, skeptical, unclear, impacts, fight, fight, convicted, crimes, defeat, struggle, struggle, limited, skeptical, unclear, impacts, fight, fight, convicted, crimes, defeat, struggle, struggle, limited",-0.2
2024110619041.txt,"intelligent,trustworthy,peaceful,profound,victory,congratulate,alma mater,unified,remarkable,thank,","support,anxiety,danger,rejection,impeachments,felony,loss,devastating,bitter,violent,threat,struggling,stumbled,insurrection,crystallized,critics,threat,flamed,limitations,",-0.3
2024110623444.txt,"relevant, relevant, directly","less, less",-0.2
2024110617051.txt,"unique,freedom,opportunity,prosperity,expanded,freedoms,freedom,freedom,inspired,important,beautiful","acrimonious,criticized,criticism,illegal,lacklustre,grilling,unable,divorcing",-0.1
2024110704575.txt,"beautiful,opportunity,trust,celebrated,victory,fundamental,historic,happy,focus,focus,loyal,loyal","fighting,disorderly,prohibited,unlawful,discovered,confusion,confusion",-0.1
2024110623441.txt,"empowered, better, supporters, supporters, supporters, supporters, supporters, supporters, supporters, supporters, waves, vision, encouraged, win, victory, hope, hopes, rescue, chances,","lost, conceding, not, not, not, conceded, defeat, rejection, fight, battle, shattered, stalled, trailed,",-0.3
2024110621531.txt,"despair,violence,chaos,dark,sad,disappointed,",+0.1
2024110621042.txt,"popular,interests,relevant,necessary,enhanced,preferences,personalisation,properly","anonymous,block",-0.1
2024110704573.txt,"secure,majority,historic,congratulated,importance,together,committed,smooth,progress,significant,","projected,concede,drop,shift,interference,issues,appeal,trial,litigate,",+0.1
2024110620572.txt,"best,unifying,building,opportunity,opportunities,enhance,competence,character","harshly,negative,disapproval,abandoned,deprived,difficulties,flawed,angry,poor,danger,threats,charge,problems,spurned,unpopularity,refused,blurred,radical,dependent,afraid,defeat,recriminations,defeat,defeat",-0.7
2024110619141.txt,"president, strength, professionalism, tenacity, unifying, historic, first-rate, historic, impact, protecting, poised, clarity, improve, performance, popular, relevant, enhanced, functionality, personalisation","concede, violent, painful, hard, battleground, not, moderated, edited, Bye, less, not, not, not, block, not, not, not",-0.2
2024110710401.txt,"victory, supportive, confidence, better, inspire, right, decision, swiftly, experience, extraordinary, loyal, trying, persuade, elect","havoc, inflation, shocks, decline, disapproved, absurd, wrong, irregular, conspiratorial, yahoos, debacle, untenable, unpopularity, impossible, headwinds, limitations, exposed",-0.4
2024110622061.txt,"enthusiasm, progressive, progressive, progressive, progressive, victory, victory, winning, winning, vital, power","problem, problem, stark, ceded, claw, caught, fire, drifted, criticism, misguided, fraying, failure",-0.3
2024110700001.txt,"agile, joyful, energetic, thoughtful, easy, vocal, unapologetic, support, support, support","tricky, crushingly, weary, unpopular, discomfort, vanity, odd, dissatisfied, tough, burdened",-0.3
2024110520341.txt,"elevate,groundbreaking,legendary,clear,excited,qualified,hope,flawless,grew,crushed,even,groove,instinct,orderly,love,","confront,inequities,late,nervous,disappointed,fatalistic,let down,ignored,betrayed,bulletproof,assassination,untested,vanish,convicted,felon,stunned,",+0.3
2024110622471.txt,"winner, love, love, full, proud, victory, willing, accept, peaceful, democracy, loyalty, freedom, justice, kindness, respect, strength, lift, ok, win, sparkling, eager, protect, access,","unable, loss, defeat, violent, riot, boos, critique, fight, swamped, inflammatory, attacks, enemy,",-0.2
20241107031011.txt,"good, great,","fraud, harsh, crackdown, violence,",-0.4
2024110623592.txt,"accessible,acclaimed,achievement,amazing,appreciated,attractive,authentic,awesome,beautiful,beloved,beneficial,best,blessed,brilliant,capable,charismatic,classic,comfortable,compassionate,confident,considerate,constructive,courageous,creative,credible,decisive,delightful,dependable,desirable,devoted,dignified,diligent,divine,dynamic,eager,earnest,effective,effortless,elegant,elite,embrace,empower,energetic,engaging,enjoyable,enthusiastic,excellent,exceptional,exciting,extraordinary,fabulous,faithful,fantastic,fascinating,favorite,fearless,flawless,flexible,flourish,fortunate,friendly,fun,generous,genius,genuine,gifted,glorious,good,graceful,gracious,grand,great,groundbreaking,happy,harmonious,healthy,heartfelt,heroic,honest,honorable,hopeful,ideal,immaculate,impressive,incredible,inspired,invincible,irresistible,joyful,jubilant,kind,knowledgeable,legendary,liberating,lively,lovable,lovely,loyal,luminous,majestic,masterful,meaningful,memorable,mighty,motivated,noble,nurturing,outstanding,passionate,peaceful,perfect,phenomenal,playful,poised,positive,powerful,praiseworthy,priceless,proactive,productive,prosperous,proud,radiant,reassuring,refreshing,reliable,remarkable,resilient,resourceful,respectful,rewarding,rich,romantic,satisfied,secure,sensational,serene,skilled,smart,special,spectacular,spirited,splendid,stellar,successful,superb,supportive,talented,terrific,thrilling,thriving,timeless,top-notch,trustworthy,unique,unstoppable,uplifting,valued,vibrant,victorious,virtuous,visionary,warm,wealthy,welcoming,well-being,wholehearted,wise,wonderful,worthy,zealous,zestful","aggression,alarm,anger,anguish,animosity,annihilate,annoy,annoying,anxiety,anxious,apathetic,apathy,appall,appalling,apprehension,arrogance,arrogant,ashamed,asinine,assail,assault,atrocity,audacious,austere,avarice,awful,awkward,backbite,backward,bad,baffle,barbaric,baseless,bash,battered,betray,bewilder,bias,blame,bleak,bloated,bloody,blunder,boastful,brash,breakdown,bribe,brutal,bully,bungle,burnt-out,busybody,callous,cancerous,careless,chaos,cheat,cheesy,choke,clumsy,coerce,collude,combat,complacent,complain,complicated,concede,conceited,conflict,confuse,confusion,contaminate,contempt,contradict,controversial,corrupt,crass,cringe,critical,criticism,criticize,cross,crude,cruel,crush,cry,cumbersome,cynical,danger,dangerous,dead,deadbeat,debacle,debilitate,deceit,deceive,decimated,decline,defamation,defeated,defensive,defiant,deficient,degrade,dehumanize,delusion,denial,depressed,depression,deprivation,despair,desperate,despicable,despise,destructive,detached,detest,devastate,dictator,difficult,dire,disappoint,disaster,disastrous,discomfort,discontent,disgrace,disgust,dishearten,disillusion,dislike,disloyal,dismal,dismay,disorder,disrespect,distress,disturbing,divisive,dominate,doom,drab,drain,drastic,dreadful,dreary,drunk,dubious,dull,dumb,dupe,egotistical,embarrass,emotionless,enemy,enrage,entrap,envious,erratic,escape,exasperate,exhaust,exploit,expose,fail,fake,falter,fanatic,farce,fat,fatal,faulty,fear,feeble,feign,filthy,flaky,fool,forbid,fragile,frantic,fraud,frustrate,futile,gall,gamble,gloomy,greedy,grief,grim,grotesque,gross,guilt,hard,hate,hated,hateful,havoc,helpless,hideous,hinder,hostile,humiliate,hurt,hysterical,idiotic,ignorant,illogical,immature,impatient,imperfect,impolite,impossible,inability,inaccurate,inadequate,inappropriate,incompetent,inconvenient,incredulous,indifference,indignant,infamous,inferior,inflict,insecure,insidious,insignificant,insult,insulting,intense,intimidate,irrational,irresponsible,isolated,jaded,jealous,jerk,joyless,kill,lack,lame,languish,lash,lazy,liar,loathe,lost,lousy,ludicrous,malicious,manipulate,mean,mediocre,mess,misery,mistake,mistrust,moody,moron,mourn,muddle,nag,negative,neglect,negligent,nervous,nightmare,noise,noisy,nonsense,numb,obnoxious,obsessive,obsolete,offend,offensive,oppressive,ostracize,outburst,outrage,overwhelmed,panic,paranoid,pathetic,perplex,petty,phobic,pitiful,pity,plague,pointless,poor,powerless,prejudice,pretentious,protest,pry,questionable,quirky,quitter,racist,radical,reckless,regret,rejection,relentless,remorse,repel,repress,reprimand,repulsive,resent,resentment,restrictive,revenge,ridicule,rigid,rotten,rude,ruin,rupture,sabotage,sad,sadden,savage,scandal,scapegoat,scorn,scoundrel,screaming,scum,scurry,serious,shame,shameless,shoddy,shortage,shunned,sick,sinister,sketchy,slander,slimy,sloppy,smear,smug,smut,spiteful,stress,stuck,stupid,subpar,subversive,suffer,superficial,suspicion,suspicious,taint,tarnish,tedious,tense,terrible,terrifying,threat,threaten,threatening,torment,torture,tragic,trapped,trash,trivial,ugly,unbearable,uncaring,uncomfortable,undermine,undesirable,unfair,unfavorable,unforgiving,unfortunate,unfriendly,ungrateful,unhappy,unhealthy,unimportant,unimpressive,unjust,unlucky,unnecessary,unpleasant,unpopular,unreasonable,unsatisfied,unscrupulous,unsure,untrustworthy,upset,useless,vengeful,venomous,vexing,violent,void,vulgar,warped,weary,whine,wicked,worried,worry,worthless",+0.8
